inn,short_name,region,address,net_profit_2021,2022,2023,2024,net_profit_2025,growth_pct
5506032020,"ЗАО ""УМ-4""",ОМСКАЯ,"644027, ОМСКАЯ, ОМСК, ИНДУСТРИАЛЬНАЯ, 4",5.0,1594.0,3363.0,14153.0,-3183.0,-63760.0
5506044210,"ООО ""ПТЦ ""КРАНСЕРВИС""",ОМСКАЯ,"644117, ОМСКАЯ, ОМСК, 3-Я МОЛОДЕЖНАЯ, 2Д, 4",455.0,621.0,8140.0,8162.0,934.0,105.27472527472528
5506045573,"ООО ""СЕВЕРЖИЛСТРОЙ-1 """,ОМСКАЯ,"644052, ОМСКАЯ, ОМСК, ЧЕЛЮСКИНЦЕВ, 93",1205.0,-8525.0,-4087.0,8626.0,2703.0,124.31535269709543
5506069366,"ООО ""ДОМОСТРОЙ""",ОМСКАЯ,"644021, ОМСКАЯ, ОМСК, 4-Я ТРАНСПОРТНАЯ, 2А, 5",2.0,99408.0,157.0,4014.0,-150045.0,-7502350.0
5506072520,"ООО СМУ-1 ЗАВОДА № 6""",ОМСКАЯ,"644041, ОМСКАЯ, ОМСК, 1-Я ЖЕЛЕЗНОДОРОЖНАЯ, 3",-23043.0,23033.0,169540.0,-83719.0,-120508.0,-422.9700993794211
5506076412,"ООО ""ГРАДСТРОЙ""",ОМСКАЯ,"644027, ОМСКАЯ, ОМСК, 1-Я ИНДУСТРИАЛЬНАЯ, 8",5631.0,169.0,2085.0,6025.0,9400.0,66.933049191973
5506135629,"ООО ""ВЕЛЕС""",ОМСКАЯ,"644117, ОМСКАЯ, ОМСК, ОКРУЖНАЯ, 13",13611.0,1166.0,1632.0,450.0,7381.0,-45.771802218793624
5506146860,"ООО ""ДСК-3""",ОМСКАЯ,"644117, ОМСКАЯ, ОМСК, 3-Я МОЛОДЕЖНАЯ, 2, 21",289.0,25.0,-82478.0,-5973.0,,
5506197142,"ООО ""33 КОТТЕДЖА""",ОМСКАЯ,"644010, ОМСКАЯ, ОМСК, МАСЛЕННИКОВА, 72, 15П",,3560.0,6840.0,8368.0,6161.0,
5506231033,"ООО ""ОМСКАГРОПРОМСТРОЙ""",ЧЕЧЕНСКАЯ,"364016, ЧЕЧЕНСКАЯ, ГРОЗНЫЙ, 8 МАРТА, 41, 37",3421.0,3269.0,23785.0,32238.0,,
5507112085,"ООО ""СМУ-4""",ОМСКАЯ,"644090, ОМСКАЯ, ОМСК, МАЛИНОВСКОГО, 23, 2, 71",-5910.0,-108.0,-2637.0,-225.0,-4364.0,26.159052453468696
5507122171,"ООО """"СТФ ""АХИЛЛЕС""",ОМСКАЯ,"644065, ОМСКАЯ, ОМСК, 1-Я ЗАВОДСКАЯ, 23, 6П",3786.0,2068.0,-649.0,-2972.0,282.0,-92.55150554675119
5507209714,"ООО ""НПО ""ГЛОБАЛ ГИС""",ОМСКАЯ,"644032, ОМСКАЯ, ОМСК, НОВОАЛЕКСАНДРОВСКАЯ, 231",48436.0,248.0,1847.0,0.0,,
5507221366,"ООО ""ДОМСТРОЙ-97""",ОМСКАЯ,"644015, ОМСКАЯ, ОМСК, 12 ДЕКАБРЯ, 56",-28917.0,-9524.0,13308.0,6636.0,80329.0,377.79161047134903
5507225843,"ООО ""ГРИАР ХОЛДИНГ""",ОМСКАЯ,"644035, ОМСКАЯ, ОМСК, КРАСНОЯРСКИЙ, 151",78.0,3241.0,1591.0,27.0,2926.0,3651.2820512820513
5507228690,"ООО ""СТК""",ОМСКАЯ,"644074, ОМСКАЯ, ОМСК, 70 ЛЕТ ОКТЯБРЯ, 25/7, 402",1410.0,-2251.0,2693.0,3413.0,-756.0,-153.61702127659575
5507232505,"ООО ""СК ""ТЕХНОСТРОЙ""",ОМСКАЯ,"644103, ОМСКАЯ, ОМСК, ТРАНССИБИРСКАЯ, 1, КВАРТИРА 219",-37.0,0.0,,,,
5507235640,"ООО ""СМС""",МОСКВА,"117393, МОСКВА, ПРОФСОЮЗНАЯ, 56, 1Н",15520.0,137892.0,-1563.0,,,
5507237430,"ООО ""ТЕХСТРОЙТРАНС""",МОСКВА,"129090, МОСКВА, ГРОХОЛЬСКИЙ, 10/5, 4/П",-4421.0,16692.0,5687.0,4258.0,56040.0,1367.5865188871296
5507237461,"ООО ""ГРАЖДАНСТРОЙ""",ОМСКАЯ,"644010, ОМСКАЯ, ОМСК, МАСЛЕННИКОВА, 72, 15П",86.0,295.0,82.0,94.0,90.0,4.651162790697675
5507242260,"ООО ""СК ""МАГИСТРАЛЬ ПЛЮС""",ОМСКАЯ,"644503, ОМСКАЯ, ОМСКИЙ, РЕБРОВКА, ДОМОСТРОЕВСКАЯ, 5",4264.0,6973.0,4421.0,-23138.0,-3729.0,-187.453095684803
5507254386,"ООО ""КАПИТАЛСТРОЙ""",ОМСКАЯ,"644015, ОМСКАЯ, ОМСК, ГРАНИЧНАЯ, 244А",2985.0,23173.0,74918.0,-318442.0,71495.0,2295.142378559464
5507263581,"ООО ""ЗАРЕЧЬЕ""",ОМСКАЯ,"644074, ОМСКАЯ, ОМСК, КОНЕВА, 20, 1, 1П",3420.0,5855.0,3358.0,313.0,3047.0,-10.90643274853801
5509006942,"ООО ""АСО""",ОМСКАЯ,"644044, ОМСКАЯ, ОМСКИЙ, ТРОИЦКОЕ, ЯСНОПОЛЯНСКИЙ, 6А, 3П КАБИНЕТ 25",518.0,1404.0,177533.0,250207.0,941.0,81.66023166023166
5509009608,"ООО ""СК ""НОВОСТРОЙ""",ОМСКАЯ,"644007, ОМСКАЯ, ОМСК, ТРЕТЬЯКОВСКАЯ, 69",20009.0,-16264.0,8129.0,43520.0,175779.0,778.4996751461842
5516002385,"ООО ""МПМК КОЛОСОВСКАЯ""",ОМСКАЯ,"646350, ОМСКАЯ, КОЛОСОВСКИЙ, КОЛОСОВКА, НОВАЯ, 29",57.0,2991.0,370.0,940.0,-1235.0,-2266.666666666667
5517010886,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""СМУ-9 СБ ""КОСМИЧЕСКОЕ""",НОВОСИБИРСКАЯ,"632249, НОВОСИБИРСКАЯ, ВЕНГЕРОВСКИЙ, НОВЫЙ ТАРТАС, ТИТОВА, 10/20, 14",107645.0,383284.0,267264.0,24422.0,-14131.0,-113.12740954061964
5518007340,"ООО ""ЛЮКССТРОЙ""",ОМСКАЯ,"646130, ОМСКАЯ, КРУТИНСКИЙ, КРУТИНКА, ЛЕНИНА, 12, 2",-3954.0,3514.0,-9740.0,6261.0,1818.0,145.97875569044007
5519005909,"ООО ""ТАВРОСС""",ОМСКАЯ,"644035, ОМСКАЯ, ОМСК, КРАСНОЯРСКИЙ, 123",13545.0,17368.0,12368.0,34111.0,5371.0,-60.346991509782214
5528026969,"ООО"" МОНТАЖСТРОЙСЕРВИС""",ОМСКАЯ,"644504, ОМСКАЯ, ОМСКИЙ, ЛУЗИНО, ДАЧНАЯ, 3",3738.0,4836.0,1235.0,-4008.0,-10663.0,-385.25949705724986
5528032803,"ООО ""СТРОЙТЕХНОЛОГИИ-СИБИРЬ""",ОМСКАЯ,"644119, ОМСКАЯ, ОМСК, СТЕПАНЦА, 10/5, 411",8048.0,11168.0,2611.0,-35925.0,-4607.0,-157.24403578528828
5528035410,"ООО ""АНТИКОРСТРОЙ""",ОМСКАЯ,"644007, ОМСКАЯ, ОМСК, ОКТЯБРЬСКАЯ, 126, 5П",643.0,1018.0,5869.0,4215.0,9192.0,1329.5489891135303
5528049660,"ООО ""АРКАНА""",ОМСКАЯ,"644504, ОМСКАЯ, ОМСКИЙ, ЛУЗИНО, 30 ЛЕТ ПОБЕДЫ, 24, 2",,416.0,0.0,,,
5528212330,"ООО ""АВЕНЮ-АВТО""",НОВОСИБИРСКАЯ,"630039, НОВОСИБИРСКАЯ, Новосибирск, ПАНФИЛОВЦЕВ, 73, 24",,115.0,,,,
5534008911,"АО ""КЕДР""",ОМСКАЯ,"646800, ОМСКАЯ, ТАВРИЧЕСКИЙ, ТАВРИЧЕСКОЕ, ТИТОВА, 42",778.0,694.0,299.0,333.0,316.0,-59.383033419023135
5535005007,"ООО ""ВАРМ""",ОМСКАЯ,"644073, ОМСКАЯ, ОМСК, КОНДРАТЮКА, 19",2132.0,5594.0,7605.0,17302.0,6933.0,225.187617260788
5539013432,"ООО ""СК ""АГРОСТРОЙКОМПЛЕКТ""",ОМСКАЯ,"646250, ОМСКАЯ, ЧЕРЛАКСКИЙ, ЧЕРЛАК, ЗЕЛЕНАЯ, 81",4561.0,-19860.0,1.0,4.0,2572.0,-43.60885770664328
5602001890,"ООО СК ""СЗ ""ЭЛЕМЕНТ""",ОРЕНБУРГСКАЯ,"461630, ОРЕНБУРГСКАЯ, БУГУРУСЛАН, ПОХВИСТНЕВСКОЕ, 20",-19682.0,,,,,
5603031248,"ООО ""СТАНДАРТ""",ОРЕНБУРГСКАЯ,"461040, ОРЕНБУРГСКАЯ, БУЗУЛУК, ОТАКАРА ЯРОША, 51",2659.0,297.0,109.0,-1203.0,-513.0,-119.29296728093269
5603036599,"ООО ""ПРОМСТРОЙ МТ""",ОРЕНБУРГСКАЯ,"461042, ОРЕНБУРГСКАЯ, БУЗУЛУК, АШХАБАДСКАЯ, 74",-2496.0,,-27.0,-52.0,,
5603037634,"ООО ""АСТ""",ОРЕНБУРГСКАЯ,"461042, ОРЕНБУРГСКАЯ, БУЗУЛУК, МОСКОВСКАЯ, 2Д",3753.0,30914.0,16161.0,620.0,28749.0,666.0271782573941
5603038250,"ООО ""ГПС""",ОРЕНБУРГСКАЯ,"461046, ОРЕНБУРГСКАЯ, БУЗУЛУК, ТЕХНИЧЕСКАЯ, 8, 1, 2, 4, 5, 6",19755.0,889.0,2319.0,-4670.0,2812.0,-85.76562895469502
5603042835,"ООО ""ВОСХОД""",ОРЕНБУРГСКАЯ,"461042, ОРЕНБУРГСКАЯ, БУЗУЛУК, МОСКОВСКАЯ, 2А",5137.0,9202.0,13352.0,27318.0,49811.0,869.651547595873
5609036147,"ООО ""ФИРМА ""СУС - 4""",ОРЕНБУРГСКАЯ,"460048, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, МОНТАЖНИКОВ, 3",9196.0,4286.0,3020.0,643.0,2296.0,-75.03262287951283
5609063214,"ООО ""СЗ ""ИПК ""ЭНЕРГИЯ""",ОРЕНБУРГСКАЯ,"460024, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ТУРКЕСТАНСКАЯ, 5",1392.0,700.0,13699.0,625.0,4228.0,203.73563218390808
5609066303,"ООО ""ЗАРЯ""",ОРЕНБУРГСКАЯ,"461430, ОРЕНБУРГСКАЯ, САКМАРСКИЙ, КРАСНЫЙ КОММУНАР, СТРОИТЕЛЕЙ, 18",2363.0,,,,348.0,-85.27295810410496
5609080690,"ООО ""ОМУС-1""",ОРЕНБУРГСКАЯ,"460052, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, РОДИМЦЕВА, 11, КВАРТИРА 73",2937.0,3461.0,4560.0,5590.0,10108.0,244.160708205652
5609090384,"ООО СЗ ""СК СТРОЙСИТИ ОРЕНБУРГ""",МОСКВА,"117148, МОСКВА, МАРШАЛА САВИЦКОГО, 8, 1, III",-16161.0,-101977.0,-76590.0,-259426.0,-64641.0,-299.9814367922777
5609091596,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АМК-ГРУПП""",ОРЕНБУРГСКАЯ,"460000, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, КАЛИНИНГРАДСКАЯ, 190/3",20499.0,-495.0,12060.0,11315.0,45943.0,124.12312795746135
5609095760,"ООО ""СТРОЙАКАДЕМИЯ""",ОРЕНБУРГСКАЯ,"462124, ОРЕНБУРГСКАЯ, САРАКТАШСКИЙ, НОВОЧЕРКАССК, ЦЕНТРАЛЬНАЯ, 2",25493.0,1012.0,-8794.0,-2379.0,1739.0,-93.17851959361393
5609174475,"ООО ""СТЭКМОН""",ОРЕНБУРГСКАЯ,"460048, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, АВТОМАТИКИ, 10/3",374.0,9295.0,3278.0,11994.0,5358.0,1332.6203208556149
5609177684,"ООО ""СК ""АЛЬЯНС""",МОСКВА,"115114, МОСКВА, ДАНИЛОВСКАЯ, 8, 29А, 11",6268.0,5617.0,378.0,8078.0,1296.0,-79.32354818123804
5609183776,"ООО ""УРАЛТЕПЛОСТРОЙ""",ОРЕНБУРГСКАЯ,"460028, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, САХАЛИНСКАЯ, 13/3",-4579.0,-18448.0,,,,
5609191784,"ООО ""ВОСТОКПРОМСТРОЙ""",ОРЕНБУРГСКАЯ,"460052, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ПРОСТОРНАЯ, 19/2, 16",2945.0,4936.0,4353.0,5610.0,8221.0,179.15110356536502
5610004196,"АО ""ОРЕНБУРГОБЛГРАЖДАНСТРОЙ""",ОРЕНБУРГСКАЯ,"462100, ОРЕНБУРГСКАЯ, САРАКТАШСКИЙ, САРАКТАШ, ПРОИЗВОДСТВЕННАЯ, 7",6648.0,269.0,676.0,590.0,332.0,-95.00601684717208
5610049214,"ООО ""ЛИСТ""",ОРЕНБУРГСКАЯ,"460006, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ЦВИЛЛИНГА, 14/1",145484.0,48630.0,40174.0,42422.0,36668.0,-74.79585383959748
5610051862,"ООО ""ИСК ""САЛМЫШ""",ОРЕНБУРГСКАЯ,"460528, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ИВАНОВКА, КОЛЬЦЕВАЯ, 1А",1237.0,6474.0,2223.0,4715.0,4353.0,251.8997574777688
5610058191,"ООО ""ДИОС-1""",ОРЕНБУРГСКАЯ,"460000, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ПИОНЕРСКАЯ, 1, 2, 3",532.0,-612.0,-6149.0,1358.0,145.0,-72.74436090225564
5610060338,"АО ""ОЭММ""",ОРЕНБУРГСКАЯ,"460040, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, 16-Я ЛИНИЯ, 2",1328.0,6584.0,8822.0,12006.0,7827.0,489.3825301204819
5610063770,"ООО СК ""СТРОЙЭКСПРЕСС""",ОРЕНБУРГСКАЯ,"460038, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ДЗЕРЖИНСКОГО, 18, 19",-113.0,0.0,,-798.0,703.0,722.1238938053096
5610071594,"ООО ""УРАЛСПЕЦСТРОЙ-10""",ОРЕНБУРГСКАЯ,"460041, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ВЕТЕРАНОВ ТРУДА, 16/1",2069.0,91.0,109.0,5.0,159.0,-92.31512808119865
5610080831,"ООО ""УРАЛЛЕССТРОЙ""",ОРЕНБУРГСКАЯ,"460037, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, БЕЛЯЕВСКАЯ, 32",5168.0,-344095.0,-62478.0,9226.0,8640.0,67.18266253869969
5610087347,"ООО ""ВЫМПЕЛСЕТЬСТРОЙ""",МОСКОВСКАЯ,"141420, МОСКОВСКАЯ, ХИМКИ, ПОДОЛИНО, НЕКРАСОВА, 6, 2/R-2-1",35758.0,4016.0,,,,
5610111416,"ООО ""АЛЕКСАНДРИТ - 2""",ОРЕНБУРГСКАЯ,"460050, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ТЕРЕШКОВОЙ, 140, 1",16433.0,51337.0,627.0,3350.0,3024.0,-81.59800401630865
5610148568,"ООО ""СПК СТРОЙМАКС""",ОРЕНБУРГСКАЯ,"460041, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ПРОЕЗД 4-Й, 10/1",-10385.0,-9301.0,-1582.0,-51672.0,-10363.0,0.21184400577756382
5610151419,"ООО ""МЕЖТРАНССТРОЙ""",ОРЕНБУРГСКАЯ,"460041, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, МИКРОРАЙОННАЯ, 1Б",455.0,502.0,1095.0,709.0,1066.0,134.28571428571428
5610151553,"ООО ""АДАМАНТ""",ОРЕНБУРГСКАЯ,"460058, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ЧКАЛОВА, 45, 152",-75.0,11109.0,11158.0,-24450.0,173.0,330.6666666666667
5610160710,"ООО ""ДВ СТРОЙ""",ОРЕНБУРГСКАЯ,"460035, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ПОЛТАВСКАЯ, 43, 2, 310",16584.0,8203.0,762.0,8301.0,-2242.0,-113.51905451037145
5610162795,"ООО ""СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ 214""",МОСКВА,"117447, МОСКВА, БОЛЬШАЯ ЧЕРЁМУШКИНСКАЯ, 2, 4, 2/1",22781.0,104190.0,15454.0,11511.0,11757.0,-48.391203195645495
5610165193,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙСИТИ""",ОРЕНБУРГСКАЯ,"460027, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ЦЕНТРАЛЬНАЯ, 29Б, 1",5839.0,324.0,14361.0,127385.0,10607.0,81.65781811954102
5610213489,"ООО ""МЭК""",ОРЕНБУРГСКАЯ,"460058, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ЧКАЛОВА, 35, 50",2593.0,1319.0,891.0,,,
5610226872,"ООО СК ""СПЕЦИАЛИСТ""",ОРЕНБУРГСКАЯ,"460051, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ГАГАРИНА, 37/6, 14",6505.0,19746.0,8448.0,35734.0,16174.0,148.63950807071484
5610230195,"ООО СЗ ""НГСМ +""",МОСКВА,"127473, МОСКВА, ДОСТОЕВСКОГО, 21",595.0,-6530.0,-15896.0,620.0,5738.0,864.3697478991596
5610238780,"ООО ""СК СЕВЕРНАЯ""",ОРЕНБУРГСКАЯ,"460052, ОРЕНБУРГСКАЯ, Оренбург, РОДИМЦЕВА, 13, 2",973.0,-1565.0,0.0,,,
5610240242,"ООО ""ВОСТОКСТРОЙСЕРВИС""",ОРЕНБУРГСКАЯ,"460037, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, БЕЛЯЕВСКАЯ, 40",2325.0,1258.0,505.0,-8643.0,31.0,-98.66666666666667
5611022790,"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""",ОРЕНБУРГСКАЯ,"460058, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, УРАЛЬСКАЯ, 2Д, 1",7767.0,21756.0,135412.0,503835.0,271580.0,3396.5881292648382
5611051664,"ООО ""СК ""ЛИКОС""",ОРЕНБУРГСКАЯ,"460022, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, НОВАЯ, 4",3216.0,1115.0,100602.0,304.0,1035.0,-67.81716417910447
5612019906,"ООО ""НОВТЕХНОСТРОЙ""",ОРЕНБУРГСКАЯ,"460048, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, МОНТАЖНИКОВ, 29/3, 6",5762.0,16461.0,10747.0,10805.0,10151.0,76.17146824019437
5612064458,"ООО ""УНИ-СТРОЙ""",ОРЕНБУРГСКАЯ,"460008, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ГАЗПРОМОВСКАЯ, 118",5589.0,6655.0,6167.0,8206.0,14977.0,167.972803721596
5612066222,"ООО ""ЕВРО-ПАРТНЕР""",ОРЕНБУРГСКАЯ,"460036, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, РАСКОВОЙ, 10А, 1",0.0,1178.0,1529.0,1053.0,-10695.0,
5614014188,"ООО ""УЦМР""",ОРЕНБУРГСКАЯ,"462401, ОРЕНБУРГСКАЯ, ОРСК, СТРОИТЕЛЕЙ, 35А",48717.0,84920.0,36930.0,127965.0,194171.0,298.5692879282386
5614014766,"ООО СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ОЖСК""",ОРЕНБУРГСКАЯ,"462431, ОРЕНБУРГСКАЯ, ОРСК, СТАНИСЛАВСКОГО, 54",133.0,45.0,428.0,-7128.0,935.0,603.0075187969925
5614027532,"ООО ""ТЕХНОСТРОЙ""",ОРЕНБУРГСКАЯ,"462407, ОРЕНБУРГСКАЯ, ОРСК, СОЮЗНАЯ, 10Б",1504.0,4912.0,5242.0,1948.0,7321.0,386.7686170212766
5614047881,"ООО ""СТРОЙ-СЕРВИС""",ОРЕНБУРГСКАЯ,"462421, ОРЕНБУРГСКАЯ, ОРСК, НОВОТРОИЦКОЕ ШОССЕ, 7",409.0,-143.0,0.0,0.0,0.0,-100.0
5614056815,"ООО ""АКВАТОРИЯ ТЕПЛА""",ОРЕНБУРГСКАЯ,"462435, ОРЕНБУРГСКАЯ, ОРСК, КРАЙНЯЯ, 2А",544.0,1020.0,804.0,4914.0,7712.0,1317.6470588235293
5614063280,"ООО ""ПРОГРЕСС""",ЧЕЛЯБИНСКАЯ,"454006, ЧЕЛЯБИНСКАЯ, ЧЕЛЯБИНСК, ПЕРМСКАЯ, 57, 7",2086.0,446.0,17799.0,80903.0,45666.0,2089.1658676893576
5614065520,"ООО ""СТС""",ОРЕНБУРГСКАЯ,"462419, ОРЕНБУРГСКАЯ, ОРСК, МУЗЫКАЛЬНЫЙ, 4, 16",-5850.0,421.0,616.0,-5684.0,0.0,100.0
5614071450,"ООО ""МЕГАКОМ""",ОРЕНБУРГСКАЯ,"460024, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, 8 МАРТА, 40, 2/216",11214.0,-172463.0,,,,
5614077572,"ООО ИПК ""СТЦ""",ОРЕНБУРГСКАЯ,"462411, ОРЕНБУРГСКАЯ, ОРСК, КАНДАГАЧСКАЯ, 35А",400.0,1691.0,4387.0,591.0,698.0,74.5
5614080159,"ООО ""АЛЬФА СТРОЙ""",ОРЕНБУРГСКАЯ,"462431, ОРЕНБУРГСКАЯ, ОРСК, НЕФТЯНИКОВ, 2Г",-674.0,6030.0,-1198.0,8276.0,4649.0,789.7626112759644
5614081900,"ООО СК ""РЕСУРС""",ОРЕНБУРГСКАЯ,"462407, ОРЕНБУРГСКАЯ, ОРСК, СОЮЗНАЯ, 10Б",-10068.0,-24520.0,25206.0,32596.0,11348.0,212.71354787445372
5615012497,"ООО ""КС""",ОРЕНБУРГСКАЯ,"462401, ОРЕНБУРГСКАЯ, ОРСК, ОРСКОЕ ШОССЕ, 2, -",11919.0,3898.0,3678.0,5369.0,2049.0,-82.80896048326201
5617020775,"ООО ""АРТЕЛЬ""",САМАРСКАЯ,"443080, САМАРСКАЯ, САМАРА, ГАСТЕЛЛО, 46, 1",36.0,15.0,523.0,404.0,112.0,211.11111111111111
5617021899,"ООО СК ""ОРЕНВЕКТОР""",КРАСНОДАРСКИЙ,"354000, КРАСНОДАРСКИЙ, СОЧИ, СОВЕТСКАЯ, 42, 2",867.0,623.0,667.0,885.0,-15532.0,-1891.4648212226066
5618011029,"ООО ""ДОМОСТРОЙ""",ОРЕНБУРГСКАЯ,"462781, ОРЕНБУРГСКАЯ, ЯСНЫЙ, ЛЕНИНА, 9",-2238.0,208.0,-10640.0,-9812.0,8051.0,459.74084003574626
5619005211,"ООО СП ""СТРОЙМОНТАЖ""",ОРЕНБУРГСКАЯ,"462830, ОРЕНБУРГСКАЯ, АДАМОВСКИЙ, АДАМОВКА, ЛЕНИНА, 41",-250.0,908.0,1530.0,817.0,1423.0,669.2
5638015720,"ООО ""УПТТ И СТ ОМГД""",ОРЕНБУРГСКАЯ,"460528, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ИВАНОВКА, ПРОИЗВОДСТВЕННАЯ, 2А",3365.0,3237.0,17894.0,126.0,26276.0,680.8618127786033
5638028937,"ООО ""ГАЗСТРОЙ""",ОРЕНБУРГСКАЯ,"460536, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ЧКАЛОВ, ВОСТОЧНАЯ, 30",228.0,254.0,205.0,-5425.0,,
5638030598,"ООО ""СУ №7""",ОРЕНБУРГСКАЯ,"460028, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, БАЗОВАЯ, 12",21728.0,37658.0,20206.0,67936.0,5039.0,-76.80872606774669
5638050428,"ООО ""УИК""",ОРЕНБУРГСКАЯ,"460525, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, БЛАГОСЛОВЕНКА, КООПЕРАТИВНАЯ, 43",59966.0,55830.0,105614.0,282356.0,203152.0,238.77864123003033
5638058829,"ООО ""ВИСТА""",ОРЕНБУРГСКАЯ,"460520, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, НЕЖИНКА, САДОВОЕ КОЛЬЦО, 101",1426.0,576.0,969.0,346.0,724.0,-49.22861150070126
5638064815,"ООО ""ОЖСК""",ОРЕНБУРГСКАЯ,"460507, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ПРИГОРОДНЫЙ, ЦЕНТРАЛЬНАЯ, 3А, 22",0.0,,,,,
5638065294,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙИНВЕСТ""",ОРЕНБУРГСКАЯ,"460525, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, БЛАГОСЛОВЕНКА, КООПЕРАТИВНАЯ, 43",55901.0,101864.0,182781.0,397227.0,519211.0,828.8044936584319
5638068320,"ООО ""УНХМ""",ОРЕНБУРГСКАЯ,"460507, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ПРИГОРОДНЫЙ, МАГИСТРАЛЬНАЯ, 42",0.0,-1968.0,-224.0,0.0,,
5638073104,"ООО ""СП-33""",ОРЕНБУРГСКАЯ,"460000, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, ХЛЕБНЫЙ, 3/1, 1",10252.0,-17679.0,-505.0,-16293.0,133833.0,1205.4330862270776
5638073200,"ООО ""ЕВРАЗИЯ-СТРОЙ""",ОРЕНБУРГСКАЯ,"460522, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ПРИУРАЛЬСКИЙ, ЦЕНТРАЛЬНАЯ, 21",-72.0,,,,,
5638076627,"ООО ""ДАРВЕЛ""",ОРЕНБУРГСКАЯ,"460501, ОРЕНБУРГСКАЯ, ОРЕНБУРГСКИЙ, ЮЖНЫЙ УРАЛ, БЕРЕЗКА, 35",-1472.0,326.0,-671.0,-1711.0,781.0,153.0570652173913
5638078688,"ООО ""ДОМЖИЛСТРОЙ""",ОРЕНБУРГСКАЯ,"460052, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, САЛМЫШСКАЯ, 31, 2",57.0,571.0,4256.0,250.0,114.0,100.0
5642021797,"ООО ""ПСК ВЕКТОР""",ОРЕНБУРГСКАЯ,"460028, ОРЕНБУРГСКАЯ, ОРЕНБУРГ, САХАЛИНСКАЯ, 13/3, 307",8046.0,2233.0,-166924.0,-63054.0,0.0,-100.0
5643005195,"ООО ""ЭРА""",ОРЕНБУРГСКАЯ,"462100, ОРЕНБУРГСКАЯ, САРАКТАШСКИЙ, САРАКТАШ, МАЯКОВСКОГО, 60А",264.0,419.0,-268.0,427.0,-139.0,-152.65151515151516
5702004012,"ООО ""СТРОЙИНВЕСТ""",ОРЛОВСКАЯ,"303852, ОРЛОВСКАЯ, ЛИВНЫ, ОКТЯБРЬСКИЙ, 2Д",-880.0,348.0,162.0,1747.0,246.0,127.95454545454545
5702006637,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ПЛАСТИКСЕРВИС""",ОРЛОВСКАЯ,"303852, ОРЛОВСКАЯ, ЛИВНЫ, ОКТЯБРЬСКИЙ, 2",15766.0,1954.0,141.0,246.0,-4485.0,-128.4472916402385
